Accident_Index,Vehicle_Reference,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type,Category,Total of cases
200501EO41011,1,1,Driver/Rider,2,44,36 - 45 y/o,3,0,0,0,0,-1,1,1,,
200501EO41012,1,1,Driver/Rider,1,37,36 - 45 y/o,3,0,0,0,0,-1,1,1,,
200501EO41023,2,1,Driver/Rider,1,39,36 - 45 y/o,2,0,0,0,0,-1,3,1,,
200501EO41032,1,1,Driver/Rider,1,40,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501EO41038,2,1,Driver/Rider,2,39,36 - 45 y/o,3,0,0,0,0,-1,1,-1,,
200501EO41044,2,1,Driver/Rider,1,45,36 - 45 y/o,3,0,0,0,0,-1,1,-1,,
200501EO41046,1,1,Driver/Rider,2,43,36 - 45 y/o,3,0,0,0,0,-1,9,-1,,
200501EO41057,1,1,Driver/Rider,1,42,36 - 45 y/o,3,0,0,0,0,-1,3,1,,
200501EO41068,1,1,Driver/Rider,1,40,36 - 45 y/o,3,0,0,0,0,-1,3,1,,
200501EO41073,2,1,Driver/Rider,2,36,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501EO41076,2,1,Driver/Rider,2,41,36 - 45 y/o,3,0,0,0,0,-1,9,-1,,
200501EO41094,2,1,Driver/Rider,1,39,36 - 45 y/o,3,0,0,0,0,-1,3,-1,,
200501EO41097,2,1,Driver/Rider,1,37,36 - 45 y/o,3,0,0,0,0,-1,3,-1,,
200501EO41100,2,1,Driver/Rider,1,44,36 - 45 y/o,2,0,0,0,0,-1,9,1,,
200501EO41102,2,1,Driver/Rider,1,38,36 - 45 y/o,3,0,0,0,0,-1,3,1,,
200501EO41103,1,1,Driver/Rider,1,42,36 - 45 y/o,3,0,0,0,0,-1,5,1,,
200501EO41105,1,1,Driver/Rider,1,45,36 - 45 y/o,3,0,0,0,0,-1,1,1,,
200501EO41109,1,1,Driver/Rider,1,40,36 - 45 y/o,3,0,0,0,0,-1,3,1,,
200501EO41112,1,1,Driver/Rider,1,37,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501EO41115,1,1,Driver/Rider,1,45,36 - 45 y/o,3,0,0,0,0,-1,1,1,,
200501EO41118,1,1,Driver/Rider,1,37,36 - 45 y/o,2,0,0,0,0,-1,3,1,,
200501EO41122,2,1,Driver/Rider,1,39,36 - 45 y/o,3,0,0,0,0,-1,3,1,,
200501EO41127,1,1,Driver/Rider,1,43,36 - 45 y/o,3,0,0,0,0,-1,4,1,,
200501EO41132,2,1,Driver/Rider,1,37,36 - 45 y/o,3,0,0,0,0,-1,1,1,,
200501EO41137,1,1,Driver/Rider,1,43,36 - 45 y/o,3,0,0,0,0,-1,5,1,,
200501EO41147,2,1,Driver/Rider,1,40,36 - 45 y/o,2,0,0,0,0,-1,1,3,,
200501EO41158,2,1,Driver/Rider,1,39,36 - 45 y/o,3,0,0,0,0,-1,1,-1,,
200501EO41162,1,1,Driver/Rider,1,39,36 - 45 y/o,3,0,0,0,0,-1,9,-1,,
200501EO41186,1,1,Driver/Rider,1,41,36 - 45 y/o,3,0,0,0,0,-1,9,-1,,
200501EO41188,1,1,Driver/Rider,1,40,36 - 45 y/o,2,0,0,0,0,-1,5,1,,
200501EO41198,2,1,Driver/Rider,1,38,36 - 45 y/o,3,0,0,0,0,-1,2,1,,
200501EO41203,1,1,Driver/Rider,1,38,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501EO41210,2,1,Driver/Rider,2,41,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501EO41217,1,1,Driver/Rider,2,39,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501EO41223,2,1,Driver/Rider,1,40,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501EO41228,1,1,Driver/Rider,1,39,36 - 45 y/o,3,0,0,0,0,-1,3,1,,
200501EO41229,1,2,Driver/Rider,1,37,36 - 45 y/o,2,0,0,0,0,-1,9,2,,
200501EO41230,1,1,Driver/Rider,1,38,36 - 45 y/o,2,0,0,0,0,-1,1,1,,
200501EO41232,2,1,Driver/Rider,1,37,36 - 45 y/o,3,0,0,0,0,-1,1,1,,
200501EO41237,1,1,Driver/Rider,2,45,36 - 45 y/o,3,0,0,0,0,-1,9,-1,,
200501EO41276,1,1,Driver/Rider,1,40,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501EO41277,1,2,Driver/Rider,1,37,36 - 45 y/o,3,0,0,0,0,-1,9,-1,,
200501EO41279,1,1,Driver/Rider,1,39,36 - 45 y/o,3,0,0,0,0,-1,5,1,,
200501EO41281,2,1,Driver/Rider,2,42,36 - 45 y/o,3,0,0,0,0,-1,1,1,,
200501EO41299,1,1,Driver/Rider,1,40,36 - 45 y/o,2,0,0,0,0,-1,1,1,,
200501EO41311,1,1,Driver/Rider,1,36,36 - 45 y/o,3,0,0,0,0,-1,5,1,,
200501EO41314,1,1,Driver/Rider,1,41,36 - 45 y/o,3,0,0,0,0,-1,3,1,,
200501EO41316,1,1,Driver/Rider,1,37,36 - 45 y/o,2,0,0,0,0,-1,9,-1,,
200501EO41325,1,1,Driver/Rider,1,37,36 - 45 y/o,3,0,0,0,0,-1,3,1,,
200501EO41331,2,1,Driver/Rider,1,44,36 - 45 y/o,3,0,0,0,0,-1,90,1,,
200501EO41343,1,1,Driver/Rider,2,36,36 - 45 y/o,3,0,0,0,0,-1,9,-1,,
200501EO41344,2,1,Driver/Rider,2,38,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501EO41346,1,1,Driver/Rider,1,43,36 - 45 y/o,3,0,0,0,0,-1,5,1,,
200501EO41349,2,1,Driver/Rider,1,45,36 - 45 y/o,2,0,0,0,0,-1,1,-1,,
200501EO41352,1,1,Driver/Rider,2,41,36 - 45 y/o,3,0,0,0,0,-1,1,1,,
200501EO41370,1,1,Driver/Rider,1,45,36 - 45 y/o,3,0,0,0,0,-1,1,-1,,
200501EO41371,1,1,Driver/Rider,2,41,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501EO41371,2,2,Driver/Rider,1,37,36 - 45 y/o,3,0,0,0,0,-1,9,-1,,
200501EO41373,2,1,Driver/Rider,1,39,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501EO41384,1,1,Driver/Rider,1,43,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501EO41385,2,1,Driver/Rider,1,40,36 - 45 y/o,3,0,0,0,0,-1,1,1,,
200501EO41386,1,1,Driver/Rider,2,38,36 - 45 y/o,3,0,0,0,0,-1,2,1,,
200501EO41403,1,1,Driver/Rider,2,45,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501EO41406,2,1,Driver/Rider,1,42,36 - 45 y/o,3,0,0,0,0,-1,1,-1,,
200501EO41409,1,1,Driver/Rider,1,39,36 - 45 y/o,2,0,0,0,0,-1,1,-1,,
200501EO41410,1,1,Driver/Rider,1,38,36 - 45 y/o,3,0,0,0,0,-1,1,1,,
200501EO41411,1,1,Driver/Rider,2,39,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501EO41421,1,1,Driver/Rider,1,36,36 - 45 y/o,3,0,0,0,0,-1,1,1,,
200501EO41425,1,1,Driver/Rider,1,39,36 - 45 y/o,3,0,0,0,0,-1,9,-1,,
200501EO41439,1,1,Driver/Rider,1,40,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501EO41445,1,1,Driver/Rider,1,38,36 - 45 y/o,3,0,0,0,0,-1,8,1,,
200501EO41445,2,2,Driver/Rider,1,41,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501EO41450,1,1,Driver/Rider,2,38,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501EO41452,1,1,Driver/Rider,1,41,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501EO41453,2,1,Driver/Rider,1,41,36 - 45 y/o,2,0,0,0,0,-1,1,-1,,
200501EO41458,1,1,Driver/Rider,1,42,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501EO49238,1,1,Driver/Rider,1,39,36 - 45 y/o,3,0,0,0,0,-1,4,1,,
200501FH00004,2,1,Driver/Rider,1,36,36 - 45 y/o,3,0,0,0,0,-1,4,1,,
200501FH00014,1,1,Driver/Rider,1,36,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501FH00015,1,1,Driver/Rider,1,38,36 - 45 y/o,3,0,0,0,0,-1,5,1,,
200501FH00023,1,1,Driver/Rider,1,42,36 - 45 y/o,3,0,0,0,0,-1,3,1,,
200501FH00029,1,1,Driver/Rider,1,41,36 - 45 y/o,3,0,0,0,0,-1,5,1,,
200501FH00037,1,1,Driver/Rider,1,42,36 - 45 y/o,3,0,0,0,0,-1,5,-1,,
200501FH00048,1,1,Driver/Rider,1,40,36 - 45 y/o,3,0,0,0,0,-1,5,-1,,
200501FH00049,1,1,Driver/Rider,1,43,36 - 45 y/o,3,0,0,0,0,-1,9,-1,,
200501FH00052,1,1,Driver/Rider,1,40,36 - 45 y/o,3,0,0,0,0,-1,5,1,,
200501FH00054,1,1,Driver/Rider,1,44,36 - 45 y/o,3,0,0,0,0,-1,5,-1,,
200501FH10005,1,1,Driver/Rider,1,38,36 - 45 y/o,3,0,0,0,0,-1,5,1,,
200501FH10006,2,1,Driver/Rider,1,39,36 - 45 y/o,3,0,0,0,0,-1,1,-1,,
200501FH10020,1,1,Driver/Rider,1,36,36 - 45 y/o,3,0,0,0,0,-1,3,1,,
200501FH10022,1,1,Driver/Rider,1,36,36 - 45 y/o,3,0,0,0,0,-1,5,2,,
200501FH10026,1,1,Driver/Rider,1,45,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501FH10028,2,1,Driver/Rider,1,38,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501FH10032,2,1,Driver/Rider,1,39,36 - 45 y/o,3,0,0,0,0,-1,1,1,,
200501FH10038,2,1,Driver/Rider,1,37,36 - 45 y/o,2,0,0,0,0,-1,4,3,,
200501FH10049,1,1,Driver/Rider,1,38,36 - 45 y/o,2,0,0,0,0,-1,1,1,,
200501FH10052,1,2,Driver/Rider,1,36,36 - 45 y/o,3,0,0,0,0,-1,4,1,,
200501FH10060,2,1,Driver/Rider,1,37,36 - 45 y/o,3,0,0,0,0,-1,3,1,,
200501FH10077,1,1,Driver/Rider,1,41,36 - 45 y/o,3,0,0,0,0,-1,1,1,,
200501FH10083,1,1,Driver/Rider,2,39,36 - 45 y/o,3,0,0,0,0,-1,1,1,,
200501FH10092,1,1,Driver/Rider,1,36,36 - 45 y/o,3,0,0,0,0,-1,1,1,,
200501FH10110,1,1,Driver/Rider,1,44,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501FH10112,1,1,Driver/Rider,1,39,36 - 45 y/o,3,0,0,0,0,-1,19,1,,
200501FH10120,2,1,Driver/Rider,1,36,36 - 45 y/o,3,0,0,0,0,-1,11,1,,
200501FH10134,2,2,Driver/Rider,2,39,36 - 45 y/o,3,0,0,0,0,-1,9,-1,,
200501FH10135,1,1,Driver/Rider,2,39,36 - 45 y/o,3,0,0,0,0,-1,1,1,,
200501FH10138,1,1,Driver/Rider,2,42,36 - 45 y/o,3,0,0,0,0,-1,9,-1,,
200501FH10139,2,1,Driver/Rider,1,41,36 - 45 y/o,2,0,0,0,0,-1,5,1,,
200501FH10147,1,1,Driver/Rider,1,38,36 - 45 y/o,3,0,0,0,0,-1,5,1,,
200501FH10149,1,1,Driver/Rider,1,36,36 - 45 y/o,3,0,0,0,0,-1,3,-1,,
200501FH10156,2,1,Driver/Rider,1,38,36 - 45 y/o,2,0,0,0,0,-1,8,1,,
200501FH10163,1,1,Driver/Rider,1,44,36 - 45 y/o,3,0,0,0,0,-1,3,1,,
200501FH10181,1,1,Driver/Rider,1,43,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501FH10183,1,1,Driver/Rider,1,39,36 - 45 y/o,3,0,0,0,0,-1,1,1,,
200501FH10187,1,1,Driver/Rider,1,36,36 - 45 y/o,3,0,0,0,0,-1,3,1,,
200501FH10195,1,1,Driver/Rider,1,37,36 - 45 y/o,3,0,0,0,0,-1,90,1,,
200501FH10198,1,1,Driver/Rider,1,38,36 - 45 y/o,3,0,0,0,0,-1,3,1,,
200501FH10211,2,1,Driver/Rider,2,40,36 - 45 y/o,3,0,0,0,0,-1,1,1,,
200501FH10214,1,1,Driver/Rider,1,45,36 - 45 y/o,3,0,0,0,0,-1,3,1,,
200501FH10221,1,1,Driver/Rider,1,41,36 - 45 y/o,3,0,0,0,0,-1,19,1,,
200501FH10225,1,1,Driver/Rider,1,36,36 - 45 y/o,3,0,0,0,0,-1,5,1,,
200501FH10256,1,1,Driver/Rider,1,41,36 - 45 y/o,3,0,0,0,0,-1,3,1,,
200501FH10264,1,1,Driver/Rider,1,42,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501FH10265,1,1,Driver/Rider,1,43,36 - 45 y/o,3,0,0,0,0,-1,4,1,,
200501FH10278,1,1,Driver/Rider,1,36,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501FH10296,2,1,Driver/Rider,2,43,36 - 45 y/o,3,0,0,0,0,-1,1,-1,,
200501FH10299,1,1,Driver/Rider,1,37,36 - 45 y/o,3,0,0,0,0,-1,9,-1,,
200501FH10304,1,1,Driver/Rider,2,45,36 - 45 y/o,3,0,0,0,0,-1,1,1,,
200501FH10322,1,1,Driver/Rider,2,43,36 - 45 y/o,3,0,0,0,0,-1,9,-1,,
200501FH10332,1,1,Driver/Rider,1,45,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501FH10336,1,1,Driver/Rider,1,38,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501FH10342,2,1,Driver/Rider,1,37,36 - 45 y/o,3,0,0,0,0,-1,2,1,,
200501FH10344,2,1,Driver/Rider,1,38,36 - 45 y/o,3,0,0,0,0,-1,5,1,,
200501FH10353,1,1,Driver/Rider,1,37,36 - 45 y/o,2,0,0,0,0,-1,5,1,,
200501FH10369,2,1,Driver/Rider,1,36,36 - 45 y/o,3,0,0,0,0,-1,5,3,,
200501FH10376,1,1,Driver/Rider,1,39,36 - 45 y/o,2,0,0,0,0,-1,4,1,,
200501FH10388,2,1,Driver/Rider,1,42,36 - 45 y/o,3,0,0,0,0,-1,19,1,,
200501FH10391,1,1,Driver/Rider,1,36,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501FH10393,1,1,Driver/Rider,1,41,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501FH10397,2,1,Driver/Rider,1,39,36 - 45 y/o,3,0,0,0,0,-1,1,-1,,
200501FH10406,2,1,Driver/Rider,1,45,36 - 45 y/o,3,0,0,0,0,-1,9,-1,,
200501FH10406,3,3,Driver/Rider,1,37,36 - 45 y/o,3,0,0,0,0,-1,8,1,,
200501FH10427,1,1,Driver/Rider,1,36,36 - 45 y/o,2,0,0,0,0,-1,4,1,,
200501FH10431,1,1,Driver/Rider,1,44,36 - 45 y/o,3,0,0,0,0,-1,1,1,,
200501FH10435,2,1,Driver/Rider,1,37,36 - 45 y/o,3,0,0,0,0,-1,1,1,,
200501FH10444,1,1,Driver/Rider,1,37,36 - 45 y/o,3,0,0,0,0,-1,2,1,,
200501FH10456,1,1,Driver/Rider,1,39,36 - 45 y/o,3,0,0,0,0,-1,9,-1,,
200501FH10459,1,1,Driver/Rider,2,42,36 - 45 y/o,3,0,0,0,0,-1,1,1,,
200501FH10463,1,1,Driver/Rider,1,36,36 - 45 y/o,3,0,0,0,0,-1,5,1,,
200501FH10464,2,1,Driver/Rider,1,38,36 - 45 y/o,3,0,0,0,0,-1,1,1,,
200501FH10465,2,1,Driver/Rider,1,36,36 - 45 y/o,3,0,0,0,0,-1,3,1,,
200501FH10481,2,1,Driver/Rider,1,39,36 - 45 y/o,3,0,0,0,0,-1,1,-1,,
200501FH10488,2,1,Driver/Rider,1,39,36 - 45 y/o,3,0,0,0,0,-1,1,1,,
200501FH10489,2,1,Driver/Rider,1,41,36 - 45 y/o,3,0,0,0,0,-1,5,-1,,
200501FH10490,1,1,Driver/Rider,2,39,36 - 45 y/o,3,0,0,0,0,-1,1,1,,
200501FH10498,1,1,Driver/Rider,2,38,36 - 45 y/o,3,0,0,0,0,-1,1,1,,
200501FH10505,2,2,Driver/Rider,2,38,36 - 45 y/o,3,0,0,0,0,-1,5,1,,
200501FH10511,2,1,Driver/Rider,1,41,36 - 45 y/o,3,0,0,0,0,-1,1,1,,
200501FH10530,2,1,Driver/Rider,1,39,36 - 45 y/o,2,0,0,0,0,-1,5,1,,
200501FH10534,1,1,Driver/Rider,1,38,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501FH10537,2,2,Driver/Rider,1,38,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501FH10543,1,1,Driver/Rider,1,39,36 - 45 y/o,3,0,0,0,0,-1,8,1,,
200501FH10549,1,1,Driver/Rider,1,37,36 - 45 y/o,3,0,0,0,0,-1,3,1,,
200501FH10552,2,1,Driver/Rider,2,45,36 - 45 y/o,3,0,0,0,0,-1,1,1,,
200501FH10563,2,1,Driver/Rider,1,36,36 - 45 y/o,3,0,0,0,0,-1,1,1,,
200501FH10571,2,1,Driver/Rider,1,41,36 - 45 y/o,3,0,0,0,0,-1,1,-1,,
200501FH10575,1,1,Driver/Rider,1,36,36 - 45 y/o,3,0,0,0,0,-1,3,1,,
200501FH10583,1,1,Driver/Rider,1,36,36 - 45 y/o,3,0,0,0,0,-1,5,1,,
200501FH10585,1,1,Driver/Rider,1,41,36 - 45 y/o,3,0,0,0,0,-1,4,1,,
200501FH10587,1,1,Driver/Rider,2,39,36 - 45 y/o,3,0,0,0,0,-1,1,1,,
200501FH10605,1,1,Driver/Rider,2,41,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501FH10619,2,1,Driver/Rider,1,44,36 - 45 y/o,3,0,0,0,0,-1,1,-1,,
200501FH10621,1,1,Driver/Rider,1,45,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501FH10638,2,1,Driver/Rider,1,43,36 - 45 y/o,3,0,0,0,0,-1,1,1,,
200501FH10649,1,1,Driver/Rider,1,38,36 - 45 y/o,3,0,0,0,0,-1,3,1,,
200501FH10653,1,1,Driver/Rider,1,45,36 - 45 y/o,2,0,0,0,0,-1,1,1,,
200501FH10658,1,1,Driver/Rider,1,38,36 - 45 y/o,2,0,0,0,0,-1,3,1,,
200501FH10667,1,1,Driver/Rider,1,44,36 - 45 y/o,3,0,0,0,0,-1,5,-1,,
200501FH10674,1,1,Driver/Rider,2,41,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501FH10675,1,1,Driver/Rider,1,40,36 - 45 y/o,3,0,0,0,0,-1,2,1,,
200501FH10676,1,1,Driver/Rider,1,44,36 - 45 y/o,2,0,0,0,0,-1,3,1,,
200501FH10693,1,1,Driver/Rider,2,40,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501FH10698,1,1,Driver/Rider,1,44,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501FH10699,2,1,Driver/Rider,1,37,36 - 45 y/o,3,0,0,0,0,-1,3,1,,
200501FH10703,1,1,Driver/Rider,1,37,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501FH10705,1,1,Driver/Rider,1,41,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501FH10713,1,1,Driver/Rider,1,43,36 - 45 y/o,3,0,0,0,0,-1,1,-1,,
200501FH10719,2,1,Driver/Rider,1,44,36 - 45 y/o,3,0,0,0,0,-1,1,1,,
200501FH10724,1,1,Driver/Rider,1,43,36 - 45 y/o,2,0,0,0,0,-1,9,1,,
200501FH19015,1,1,Driver/Rider,1,36,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501GD10064,2,1,Driver/Rider,1,36,36 - 45 y/o,3,0,0,0,0,-1,1,1,,
200501GD10070,2,2,Driver/Rider,2,37,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501GD10073,1,1,Driver/Rider,1,44,36 - 45 y/o,3,0,0,0,0,-1,8,1,,
200501GD10095,2,1,Driver/Rider,1,39,36 - 45 y/o,3,0,0,0,0,-1,4,1,,
200501GD10111,1,1,Driver/Rider,2,42,36 - 45 y/o,3,0,0,0,0,-1,9,-1,,
200501GD10122,2,1,Driver/Rider,1,38,36 - 45 y/o,3,0,0,0,0,-1,1,-1,,
200501GD10126,1,1,Driver/Rider,1,45,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501GD10133,2,1,Driver/Rider,1,39,36 - 45 y/o,3,0,0,0,0,-1,4,1,,
200501GD10137,1,1,Driver/Rider,2,45,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501GD10141,1,1,Driver/Rider,1,41,36 - 45 y/o,3,0,0,0,0,-1,20,1,,
200501GD10141,2,2,Driver/Rider,1,40,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501GD10144,1,1,Driver/Rider,1,38,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501GD10151,1,1,Driver/Rider,2,37,36 - 45 y/o,3,0,0,0,0,-1,1,1,,
200501GD10152,1,1,Driver/Rider,2,39,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501GD10159,1,1,Driver/Rider,1,40,36 - 45 y/o,3,0,0,0,0,-1,9,-1,,
200501GD10179,1,1,Driver/Rider,2,36,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501GD10201,1,1,Driver/Rider,1,40,36 - 45 y/o,3,0,0,0,0,-1,5,1,,
200501GD10207,1,1,Driver/Rider,2,41,36 - 45 y/o,3,0,0,0,0,-1,1,1,,
200501GD10210,1,1,Driver/Rider,2,42,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501GD10227,1,1,Driver/Rider,2,36,36 - 45 y/o,3,0,0,0,0,-1,1,1,,
200501GD10234,2,1,Driver/Rider,2,36,36 - 45 y/o,3,0,0,0,0,-1,3,1,,
200501GD10236,2,1,Driver/Rider,2,43,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501GD10237,1,1,Driver/Rider,1,39,36 - 45 y/o,3,0,0,0,0,-1,3,-1,,
200501GD10241,1,1,Driver/Rider,2,44,36 - 45 y/o,3,0,0,0,0,-1,3,1,,
200501GD10263,1,1,Driver/Rider,1,41,36 - 45 y/o,3,0,0,0,0,-1,3,1,,
200501GD10290,1,1,Driver/Rider,1,41,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501GD10293,2,1,Driver/Rider,1,38,36 - 45 y/o,3,0,0,0,0,-1,1,-1,,
200501GD10308,1,1,Driver/Rider,1,42,36 - 45 y/o,3,0,0,0,0,-1,9,-1,,
200501GD10310,1,1,Driver/Rider,1,44,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501GD10338,1,1,Driver/Rider,1,38,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501GD10372,1,1,Driver/Rider,1,40,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501GD10387,1,1,Driver/Rider,1,37,36 - 45 y/o,3,0,0,0,0,-1,1,1,,
200501GD10388,2,1,Driver/Rider,1,36,36 - 45 y/o,3,0,0,0,0,-1,2,1,,
200501GD10400,1,2,Driver/Rider,1,44,36 - 45 y/o,3,0,0,0,0,-1,5,1,,
200501GD10406,1,1,Driver/Rider,2,41,36 - 45 y/o,3,0,0,0,0,-1,2,1,,
200501GD10420,1,1,Driver/Rider,2,45,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501GD10433,1,1,Driver/Rider,2,40,36 - 45 y/o,3,0,0,0,0,-1,1,-1,,
200501GD10451,1,1,Driver/Rider,1,44,36 - 45 y/o,3,0,0,0,0,-1,1,1,,
200501GD10452,1,1,Driver/Rider,1,43,36 - 45 y/o,3,0,0,0,0,-1,3,1,,
200501GD10454,1,1,Driver/Rider,1,40,36 - 45 y/o,3,0,0,0,0,-1,11,1,,
200501GD10458,1,1,Driver/Rider,1,44,36 - 45 y/o,3,0,0,0,0,-1,1,1,,
200501GD10462,1,1,Driver/Rider,1,38,36 - 45 y/o,3,0,0,0,0,-1,9,-1,,
200501GD10465,1,1,Driver/Rider,2,38,36 - 45 y/o,3,0,0,0,0,-1,9,-1,,
200501GD10479,2,1,Driver/Rider,1,41,36 - 45 y/o,3,0,0,0,0,-1,1,1,,
200501GD10480,1,1,Driver/Rider,1,36,36 - 45 y/o,3,0,0,0,0,-1,2,1,,
200501GD10489,1,1,Driver/Rider,2,42,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501GD10491,1,1,Driver/Rider,2,41,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501GD10492,1,1,Driver/Rider,1,37,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501GD10499,1,1,Driver/Rider,2,40,36 - 45 y/o,3,0,0,0,0,-1,2,1,,
200501GD10514,1,1,Driver/Rider,1,41,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501GD10527,1,1,Driver/Rider,1,44,36 - 45 y/o,3,0,0,0,0,-1,2,1,,
200501GD10532,1,1,Driver/Rider,1,40,36 - 45 y/o,3,0,0,0,0,-1,3,-1,,
200501GD10538,1,1,Driver/Rider,1,38,36 - 45 y/o,3,0,0,0,0,-1,5,1,,
200501GD10539,2,1,Driver/Rider,1,40,36 - 45 y/o,3,0,0,0,0,-1,1,1,,
200501GD10540,2,1,Driver/Rider,1,42,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501GD10541,1,2,Driver/Rider,2,45,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501GD10577,1,1,Driver/Rider,1,42,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501GD10591,2,1,Driver/Rider,1,43,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501GD10594,1,1,Driver/Rider,1,37,36 - 45 y/o,3,0,0,0,0,-1,5,1,,
200501GD10600,1,1,Driver/Rider,1,42,36 - 45 y/o,3,0,0,0,0,-1,19,1,,
200501GD10616,1,1,Driver/Rider,1,36,36 - 45 y/o,3,0,0,0,0,-1,5,1,,
200501GD10626,1,1,Driver/Rider,1,41,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501GD10636,1,1,Driver/Rider,1,38,36 - 45 y/o,3,0,0,0,0,-1,9,-1,,
200501GD10642,2,1,Driver/Rider,2,37,36 - 45 y/o,3,0,0,0,0,-1,1,1,,
200501GD10643,1,2,Driver/Rider,1,40,36 - 45 y/o,3,0,0,0,0,-1,9,-1,,
200501GD10644,2,1,Driver/Rider,1,41,36 - 45 y/o,3,0,0,0,0,-1,3,1,,
200501GD10681,2,1,Driver/Rider,2,38,36 - 45 y/o,2,0,0,0,0,-1,9,1,,
200501GD10704,2,1,Driver/Rider,1,44,36 - 45 y/o,3,0,0,0,0,-1,1,1,,
200501GD10709,2,1,Driver/Rider,1,40,36 - 45 y/o,3,0,0,0,0,-1,5,1,,
200501GD10714,1,1,Driver/Rider,2,40,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501GD10730,1,1,Driver/Rider,1,41,36 - 45 y/o,2,0,0,0,0,-1,1,1,,
200501GD10739,1,1,Driver/Rider,1,37,36 - 45 y/o,3,0,0,0,0,-1,9,-1,,
200501GD10747,1,1,Driver/Rider,1,45,36 - 45 y/o,3,0,0,0,0,-1,9,1,,
200501GD10749,1,1,Driver/Rider,1,43,36 - 45 y/o,3,0,0,0,0,-1,3,1,,
