Accident_Index,Vehicle_Reference,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type,Category,Total of cases
200501EO40636,2,1,Driver/Rider,1,30,26 - 35 y/o,3,0,0,0,0,-1,9,1,,
200501EO40637,1,1,Driver/Rider,1,33,26 - 35 y/o,2,0,0,0,0,-1,3,1,,
200501EO40640,2,1,Driver/Rider,1,28,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501EO40645,1,1,Driver/Rider,1,27,26 - 35 y/o,3,0,0,0,0,-1,9,1,,
200501EO40657,2,1,Driver/Rider,1,30,26 - 35 y/o,3,0,0,0,0,-1,3,1,,
200501EO40661,2,1,Driver/Rider,1,30,26 - 35 y/o,3,0,0,0,0,-1,5,1,,
200501EO40663,2,1,Driver/Rider,2,28,26 - 35 y/o,3,0,0,0,0,-1,2,1,,
200501EO40666,1,1,Driver/Rider,1,35,26 - 35 y/o,3,0,0,0,0,-1,5,1,,
200501EO40675,2,1,Driver/Rider,1,30,26 - 35 y/o,3,0,0,0,0,-1,5,1,,
200501EO40683,1,1,Driver/Rider,1,26,26 - 35 y/o,2,0,0,0,0,-1,5,1,,
200501EO40688,1,1,Driver/Rider,1,32,26 - 35 y/o,3,0,0,0,0,-1,5,1,,
200501EO40689,1,1,Driver/Rider,2,28,26 - 35 y/o,3,0,0,0,0,-1,3,1,,
200501EO40691,2,1,Driver/Rider,1,28,26 - 35 y/o,3,0,0,0,0,-1,3,-1,,
200501EO40695,2,1,Driver/Rider,2,32,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501EO40696,2,1,Driver/Rider,2,28,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501EO40698,2,1,Driver/Rider,1,30,26 - 35 y/o,3,0,0,0,0,-1,3,1,,
200501EO40700,1,1,Driver/Rider,1,31,26 - 35 y/o,3,0,0,0,0,-1,9,1,,
200501EO40703,1,1,Driver/Rider,1,28,26 - 35 y/o,2,0,0,0,0,-1,1,1,,
200501EO40705,1,1,Driver/Rider,1,29,26 - 35 y/o,3,0,0,0,0,-1,1,-1,,
200501EO40706,1,1,Driver/Rider,1,35,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501EO40716,1,1,Driver/Rider,1,28,26 - 35 y/o,2,0,0,0,0,-1,1,-1,,
200501EO40717,1,1,Driver/Rider,1,31,26 - 35 y/o,2,0,0,0,0,-1,1,-1,,
200501EO40718,1,1,Driver/Rider,1,27,26 - 35 y/o,3,0,0,0,0,-1,9,1,,
200501EO40725,1,1,Driver/Rider,1,33,26 - 35 y/o,3,0,0,0,0,-1,4,1,,
200501EO40732,1,1,Driver/Rider,1,30,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501EO40737,1,1,Driver/Rider,1,35,26 - 35 y/o,3,0,0,0,0,-1,3,1,,
200501EO40741,2,1,Driver/Rider,1,34,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501EO40743,1,1,Driver/Rider,2,34,26 - 35 y/o,2,0,0,0,0,-1,9,1,,
200501EO40744,2,1,Driver/Rider,1,35,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501EO40756,1,1,Driver/Rider,2,29,26 - 35 y/o,3,0,0,0,0,-1,2,1,,
200501EO40757,2,1,Driver/Rider,2,26,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501EO40762,1,1,Driver/Rider,1,27,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501EO40769,3,1,Driver/Rider,1,31,26 - 35 y/o,3,0,0,0,0,-1,5,1,,
200501EO40775,2,1,Driver/Rider,1,33,26 - 35 y/o,3,0,0,0,0,-1,5,-1,,
200501EO40781,1,1,Driver/Rider,1,28,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501EO40784,2,1,Driver/Rider,1,32,26 - 35 y/o,2,0,0,0,0,-1,1,1,,
200501EO40793,1,1,Driver/Rider,2,28,26 - 35 y/o,3,0,0,0,0,-1,9,1,,
200501EO40800,1,1,Driver/Rider,2,29,26 - 35 y/o,2,0,0,0,0,-1,1,1,,
200501EO40804,1,1,Driver/Rider,1,31,26 - 35 y/o,3,0,0,0,0,-1,9,1,,
200501EO40811,1,1,Driver/Rider,1,32,26 - 35 y/o,3,0,0,0,0,-1,5,-1,,
200501EO40812,1,1,Driver/Rider,1,34,26 - 35 y/o,3,0,0,0,0,-1,3,-1,,
200501EO40818,1,1,Driver/Rider,1,29,26 - 35 y/o,2,0,0,0,0,-1,1,1,,
200501EO40824,2,1,Driver/Rider,1,29,26 - 35 y/o,3,0,0,0,0,-1,19,3,,
200501EO40828,1,1,Driver/Rider,1,26,26 - 35 y/o,3,0,0,0,0,-1,3,-1,,
200501EO40842,1,1,Driver/Rider,1,34,26 - 35 y/o,3,0,0,0,0,-1,3,1,,
200501EO40848,1,2,Driver/Rider,1,28,26 - 35 y/o,3,0,0,0,0,-1,3,1,,
200501EO40857,2,1,Driver/Rider,1,28,26 - 35 y/o,2,0,0,0,0,-1,1,1,,
200501EO40863,2,1,Driver/Rider,1,26,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501EO40872,1,1,Driver/Rider,1,30,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501EO40873,2,1,Driver/Rider,1,27,26 - 35 y/o,3,0,0,0,0,-1,5,1,,
200501EO40880,1,1,Driver/Rider,1,29,26 - 35 y/o,3,0,0,0,0,-1,2,1,,
200501EO40882,2,1,Driver/Rider,2,28,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501EO40886,1,1,Driver/Rider,2,26,26 - 35 y/o,3,0,0,0,0,-1,2,-1,,
200501EO40887,1,1,Driver/Rider,1,30,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501EO40888,2,1,Driver/Rider,1,35,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501EO40889,2,1,Driver/Rider,1,28,26 - 35 y/o,2,0,0,0,0,-1,2,1,,
200501EO40892,2,1,Driver/Rider,2,29,26 - 35 y/o,2,0,0,0,0,-1,1,1,,
200501EO40893,1,1,Driver/Rider,1,30,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501EO40896,1,1,Driver/Rider,1,30,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501EO40904,1,1,Driver/Rider,1,30,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501EO40905,2,1,Driver/Rider,1,32,26 - 35 y/o,3,0,0,0,0,-1,3,1,,
200501EO40906,2,1,Driver/Rider,1,32,26 - 35 y/o,3,0,0,0,0,-1,8,-1,,
200501EO40907,1,1,Driver/Rider,1,26,26 - 35 y/o,2,0,0,0,0,-1,9,1,,
200501EO40908,2,1,Driver/Rider,1,30,26 - 35 y/o,3,0,0,0,0,-1,5,-1,,
200501EO40910,2,1,Driver/Rider,1,32,26 - 35 y/o,3,0,0,0,0,-1,1,-1,,
200501EO40917,1,1,Driver/Rider,1,27,26 - 35 y/o,3,0,0,0,0,-1,2,1,,
200501EO40919,1,1,Driver/Rider,1,26,26 - 35 y/o,3,0,0,0,0,-1,5,1,,
200501EO40929,1,1,Driver/Rider,1,32,26 - 35 y/o,2,0,0,0,0,-1,5,2,,
200501EO40931,1,1,Driver/Rider,2,31,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501EO40933,2,1,Driver/Rider,1,31,26 - 35 y/o,2,0,0,0,0,-1,3,1,,
200501EO40935,2,2,Driver/Rider,1,32,26 - 35 y/o,3,0,0,0,0,-1,5,-1,,
200501EO40938,1,1,Driver/Rider,1,28,26 - 35 y/o,3,0,0,0,0,-1,3,1,,
200501EO40940,1,1,Driver/Rider,1,27,26 - 35 y/o,3,0,0,0,0,-1,2,1,,
200501EO40942,1,1,Driver/Rider,1,31,26 - 35 y/o,3,0,0,0,0,-1,5,1,,
200501EO40947,1,1,Driver/Rider,1,33,26 - 35 y/o,3,0,0,0,0,-1,20,1,,
200501EO40948,2,1,Driver/Rider,2,26,26 - 35 y/o,3,0,0,0,0,-1,9,1,,
200501EO40953,2,2,Driver/Rider,2,33,26 - 35 y/o,3,0,0,0,0,-1,9,1,,
200501EO40958,1,1,Driver/Rider,1,31,26 - 35 y/o,3,0,0,0,0,-1,9,1,,
200501EO40965,1,1,Driver/Rider,2,26,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501EO40975,1,1,Driver/Rider,1,27,26 - 35 y/o,2,0,0,0,0,-1,4,1,,
200501EO40978,1,1,Driver/Rider,1,35,26 - 35 y/o,3,0,0,0,0,-1,1,-1,,
200501EO40982,1,1,Driver/Rider,2,31,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501EO40992,1,1,Driver/Rider,1,31,26 - 35 y/o,3,0,0,0,0,-1,3,1,,
200501EO40995,3,1,Driver/Rider,2,32,26 - 35 y/o,3,0,0,0,0,-1,5,1,,
200501EO40997,1,1,Driver/Rider,2,27,26 - 35 y/o,3,0,0,0,0,-1,3,-1,,
200501EO41000,2,1,Driver/Rider,2,33,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501EO41007,1,1,Driver/Rider,2,26,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501EO41011,2,2,Driver/Rider,1,32,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501EO41015,1,1,Driver/Rider,2,29,26 - 35 y/o,3,0,0,0,0,-1,9,1,,
200501EO41025,2,1,Driver/Rider,1,31,26 - 35 y/o,3,0,0,0,0,-1,5,1,,
200501EO41033,1,1,Driver/Rider,1,30,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501EO41043,1,1,Driver/Rider,1,32,26 - 35 y/o,3,0,0,0,0,-1,5,2,,
200501EO41049,3,1,Driver/Rider,1,29,26 - 35 y/o,3,0,0,0,0,-1,1,-1,,
200501EO41053,1,1,Driver/Rider,2,35,26 - 35 y/o,3,0,0,0,0,-1,9,1,,
200501EO41056,1,1,Driver/Rider,1,31,26 - 35 y/o,3,0,0,0,0,-1,2,1,,
200501EO41066,1,1,Driver/Rider,2,29,26 - 35 y/o,3,0,0,0,0,-1,9,1,,
200501EO41070,2,1,Driver/Rider,1,33,26 - 35 y/o,3,0,0,0,0,-1,3,1,,
200501EO41074,1,1,Driver/Rider,1,32,26 - 35 y/o,3,0,0,0,0,-1,4,-1,,
200501EO41074,2,2,Driver/Rider,1,32,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501EO41075,2,1,Driver/Rider,1,26,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501EO41080,2,1,Driver/Rider,1,30,26 - 35 y/o,2,0,0,0,0,-1,1,1,,
200501EO41083,1,1,Driver/Rider,1,35,26 - 35 y/o,3,0,0,0,0,-1,9,1,,
200501EO41084,1,1,Driver/Rider,1,29,26 - 35 y/o,3,0,0,0,0,-1,5,1,,
200501EO41086,1,1,Driver/Rider,1,31,26 - 35 y/o,3,0,0,0,0,-1,5,-1,,
200501EO41091,2,1,Driver/Rider,1,28,26 - 35 y/o,3,0,0,0,0,-1,1,-1,,
200501EO41093,2,1,Driver/Rider,1,29,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501EO41107,2,1,Driver/Rider,1,29,26 - 35 y/o,3,0,0,0,0,-1,3,-1,,
200501EO41125,1,1,Driver/Rider,1,28,26 - 35 y/o,3,0,0,0,0,-1,5,1,,
200501EO41133,1,1,Driver/Rider,1,30,26 - 35 y/o,3,0,0,0,0,-1,3,1,,
200501EO41139,2,2,Driver/Rider,1,33,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501EO41142,2,1,Driver/Rider,2,33,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501EO41149,1,1,Driver/Rider,1,28,26 - 35 y/o,3,0,0,0,0,-1,3,1,,
200501EO41164,1,1,Driver/Rider,1,30,26 - 35 y/o,3,0,0,0,0,-1,5,1,,
200501EO41165,1,1,Driver/Rider,1,27,26 - 35 y/o,2,0,0,0,0,-1,5,1,,
200501EO41166,1,1,Driver/Rider,2,32,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501EO41167,2,1,Driver/Rider,1,32,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501EO41169,2,1,Driver/Rider,1,34,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501EO41170,2,1,Driver/Rider,2,26,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501EO41179,2,1,Driver/Rider,2,26,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501EO41184,1,1,Driver/Rider,1,26,26 - 35 y/o,3,0,0,0,0,-1,5,1,,
200501EO41189,1,1,Driver/Rider,1,31,26 - 35 y/o,3,0,0,0,0,-1,4,-1,,
200501EO41199,1,1,Driver/Rider,1,32,26 - 35 y/o,3,0,0,0,0,-1,5,-1,,
200501EO41204,1,1,Driver/Rider,1,27,26 - 35 y/o,3,0,0,0,0,-1,9,1,,
200501EO41205,1,1,Driver/Rider,1,27,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501EO41206,1,1,Driver/Rider,1,32,26 - 35 y/o,3,0,0,0,0,-1,1,-1,,
200501EO41207,1,1,Driver/Rider,2,34,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501EO41218,1,1,Driver/Rider,1,35,26 - 35 y/o,3,0,0,0,0,-1,5,1,,
200501EO41219,2,1,Driver/Rider,1,26,26 - 35 y/o,2,0,0,0,0,-1,1,-1,,
200501EO41221,1,1,Driver/Rider,2,32,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501EO41222,1,1,Driver/Rider,1,34,26 - 35 y/o,3,0,0,0,0,-1,2,1,,
200501EO41235,1,1,Driver/Rider,2,29,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501EO41240,1,1,Driver/Rider,2,34,26 - 35 y/o,3,0,0,0,0,-1,9,-1,,
200501EO41242,1,1,Driver/Rider,1,33,26 - 35 y/o,3,0,0,0,0,-1,3,1,,
200501EO41243,1,1,Driver/Rider,1,30,26 - 35 y/o,2,0,0,0,0,-1,3,-1,,
200501EO41244,1,1,Driver/Rider,1,30,26 - 35 y/o,3,0,0,0,0,-1,9,-1,,
200501EO41246,1,1,Driver/Rider,2,32,26 - 35 y/o,3,0,0,0,0,-1,2,1,,
200501EO41251,1,2,Driver/Rider,1,30,26 - 35 y/o,3,0,0,0,0,-1,4,1,,
200501EO41254,1,1,Driver/Rider,1,32,26 - 35 y/o,3,0,0,0,0,-1,19,1,,
200501EO41272,1,1,Driver/Rider,1,28,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501EO41275,1,1,Driver/Rider,1,27,26 - 35 y/o,3,0,0,0,0,-1,9,-1,,
200501EO41278,2,1,Driver/Rider,1,35,26 - 35 y/o,3,0,0,0,0,-1,3,1,,
200501EO41280,1,1,Driver/Rider,1,26,26 - 35 y/o,3,0,0,0,0,-1,9,1,,
200501EO41288,1,1,Driver/Rider,1,26,26 - 35 y/o,3,0,0,0,0,-1,9,-1,,
200501EO41294,1,1,Driver/Rider,1,33,26 - 35 y/o,3,0,0,0,0,-1,5,1,,
200501EO41296,1,1,Driver/Rider,1,28,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501EO41298,1,1,Driver/Rider,1,29,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501EO41304,1,1,Driver/Rider,1,28,26 - 35 y/o,3,0,0,0,0,-1,3,-1,,
200501EO41308,2,1,Driver/Rider,2,27,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501EO41310,1,1,Driver/Rider,1,30,26 - 35 y/o,3,0,0,0,0,-1,5,3,,
200501EO41319,1,1,Driver/Rider,2,34,26 - 35 y/o,3,0,0,0,0,-1,9,1,,
200501EO41319,2,3,Driver/Rider,2,31,26 - 35 y/o,3,0,0,0,0,-1,9,1,,
200501EO41320,1,1,Driver/Rider,2,30,26 - 35 y/o,2,0,0,0,0,-1,1,1,,
200501EO41322,1,1,Driver/Rider,1,30,26 - 35 y/o,3,0,0,0,0,-1,5,1,,
200501EO41328,1,1,Driver/Rider,1,30,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501EO41333,1,1,Driver/Rider,2,27,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501EO41335,1,1,Driver/Rider,2,33,26 - 35 y/o,3,0,0,0,0,-1,9,1,,
200501EO41336,1,1,Driver/Rider,2,26,26 - 35 y/o,3,0,0,0,0,-1,3,1,,
200501EO41337,2,1,Driver/Rider,1,28,26 - 35 y/o,2,0,0,0,0,-1,5,1,,
200501EO41338,1,1,Driver/Rider,1,33,26 - 35 y/o,3,0,0,0,0,-1,3,1,,
200501EO41350,1,1,Driver/Rider,1,28,26 - 35 y/o,2,0,0,0,0,-1,1,1,,
200501EO41353,2,1,Driver/Rider,2,26,26 - 35 y/o,3,0,0,0,0,-1,9,-1,,
200501EO41355,1,1,Driver/Rider,1,30,26 - 35 y/o,3,0,0,0,0,-1,9,1,,
200501EO41362,1,1,Driver/Rider,1,34,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501EO41363,2,1,Driver/Rider,1,29,26 - 35 y/o,2,0,0,0,0,-1,3,1,,
200501EO41371,3,5,Driver/Rider,1,32,26 - 35 y/o,3,0,0,0,0,-1,9,1,,
200501EO41372,1,1,Driver/Rider,1,29,26 - 35 y/o,3,0,0,0,0,-1,1,-1,,
200501EO41374,1,1,Driver/Rider,1,33,26 - 35 y/o,3,0,0,0,0,-1,5,1,,
200501EO41376,2,1,Driver/Rider,1,27,26 - 35 y/o,3,0,0,0,0,-1,9,-1,,
200501EO41388,1,2,Driver/Rider,1,28,26 - 35 y/o,3,0,0,0,0,-1,9,1,,
200501EO41398,1,1,Driver/Rider,1,26,26 - 35 y/o,3,0,0,0,0,-1,3,1,,
200501EO41404,1,1,Driver/Rider,1,28,26 - 35 y/o,3,0,0,0,0,-1,5,1,,
200501EO41407,2,1,Driver/Rider,1,33,26 - 35 y/o,3,0,0,0,0,-1,3,-1,,
200501EO41424,2,1,Driver/Rider,1,31,26 - 35 y/o,3,0,0,0,0,-1,9,1,,
200501EO41426,1,1,Driver/Rider,2,26,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501EO41429,2,1,Driver/Rider,1,29,26 - 35 y/o,3,0,0,0,0,-1,4,1,,
200501EO41431,1,1,Driver/Rider,1,27,26 - 35 y/o,3,0,0,0,0,-1,4,1,,
200501EO41436,2,1,Driver/Rider,2,28,26 - 35 y/o,3,0,0,0,0,-1,1,-1,,
200501EO41438,1,1,Driver/Rider,1,31,26 - 35 y/o,3,0,0,0,0,-1,5,1,,
200501EO41440,2,1,Driver/Rider,2,30,26 - 35 y/o,3,0,0,0,0,-1,3,1,,
200501EO41441,2,1,Driver/Rider,2,33,26 - 35 y/o,2,0,0,0,0,-1,1,-1,,
200501EO41456,2,1,Driver/Rider,1,26,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501EO41459,1,1,Driver/Rider,1,27,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501EO41463,1,1,Driver/Rider,2,26,26 - 35 y/o,3,0,0,0,0,-1,9,1,,
200501EO41472,2,1,Driver/Rider,2,28,26 - 35 y/o,3,0,0,0,0,-1,3,1,,
200501EO41478,1,1,Driver/Rider,2,35,26 - 35 y/o,2,0,0,0,0,-1,1,1,,
200501EO41479,2,1,Driver/Rider,2,26,26 - 35 y/o,3,0,0,0,0,-1,1,-1,,
200501EO41482,1,1,Driver/Rider,1,31,26 - 35 y/o,3,0,0,0,0,-1,5,1,,
200501EO41489,1,1,Driver/Rider,1,34,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501EO49046,2,1,Driver/Rider,1,28,26 - 35 y/o,3,0,0,0,0,-1,9,-1,,
200501EO49079,2,2,Driver/Rider,1,29,26 - 35 y/o,3,0,0,0,0,-1,9,1,,
200501EO49166,1,1,Driver/Rider,2,31,26 - 35 y/o,3,0,0,0,0,-1,9,1,,
200501FH00018,1,1,Driver/Rider,1,28,26 - 35 y/o,3,0,0,0,0,-1,3,1,,
200501FH00021,1,1,Driver/Rider,1,32,26 - 35 y/o,2,0,0,0,0,-1,1,1,,
200501FH00033,3,1,Driver/Rider,1,29,26 - 35 y/o,3,0,0,0,0,-1,9,2,,
200501FH00039,2,1,Driver/Rider,1,33,26 - 35 y/o,2,0,0,0,0,-1,2,1,,
200501FH00041,1,1,Driver/Rider,1,26,26 - 35 y/o,3,0,0,0,0,-1,2,1,,
200501FH00043,1,1,Driver/Rider,2,28,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501FH00044,2,1,Driver/Rider,2,27,26 - 35 y/o,3,0,0,0,0,-1,9,-1,,
200501FH00046,1,1,Driver/Rider,2,29,26 - 35 y/o,3,0,0,0,0,-1,9,1,,
200501FH10016,2,1,Driver/Rider,2,30,26 - 35 y/o,3,0,0,0,0,-1,2,1,,
200501FH10017,2,1,Driver/Rider,1,33,26 - 35 y/o,3,0,0,0,0,-1,3,1,,
200501FH10023,1,1,Driver/Rider,1,33,26 - 35 y/o,3,0,0,0,0,-1,9,1,,
200501FH10029,2,1,Driver/Rider,1,26,26 - 35 y/o,3,0,0,0,0,-1,9,1,,
200501FH10034,1,1,Driver/Rider,2,26,26 - 35 y/o,3,0,0,0,0,-1,5,-1,,
200501FH10039,1,1,Driver/Rider,1,32,26 - 35 y/o,3,0,0,0,0,-1,3,3,,
200501FH10040,2,1,Driver/Rider,2,34,26 - 35 y/o,3,0,0,0,0,-1,2,1,,
200501FH10043,1,1,Driver/Rider,1,33,26 - 35 y/o,3,0,0,0,0,-1,3,1,,
200501FH10054,1,1,Driver/Rider,2,34,26 - 35 y/o,3,0,0,0,0,-1,9,1,,
200501FH10055,2,1,Driver/Rider,2,34,26 - 35 y/o,3,0,0,0,0,-1,9,1,,
200501FH10076,1,1,Driver/Rider,1,34,26 - 35 y/o,3,0,0,0,0,-1,9,1,,
200501FH10079,2,1,Driver/Rider,1,28,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501FH10101,2,1,Driver/Rider,1,29,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501FH10108,1,1,Driver/Rider,1,35,26 - 35 y/o,3,0,0,0,0,-1,3,1,,
200501FH10118,2,1,Driver/Rider,1,35,26 - 35 y/o,3,0,0,0,0,-1,4,1,,
200501FH10127,2,1,Driver/Rider,1,33,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501FH10128,2,1,Driver/Rider,1,27,26 - 35 y/o,3,0,0,0,0,-1,3,1,,
200501FH10132,1,1,Driver/Rider,1,29,26 - 35 y/o,3,0,0,0,0,-1,3,1,,
200501FH10153,2,1,Driver/Rider,1,32,26 - 35 y/o,3,0,0,0,0,-1,4,1,,
200501FH10158,2,1,Driver/Rider,1,31,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501FH10164,1,1,Driver/Rider,1,29,26 - 35 y/o,3,0,0,0,0,-1,9,1,,
200501FH10167,1,1,Driver/Rider,1,26,26 - 35 y/o,3,0,0,0,0,-1,5,1,,
200501FH10169,2,1,Driver/Rider,1,26,26 - 35 y/o,3,0,0,0,0,-1,2,1,,
200501FH10170,2,1,Driver/Rider,1,31,26 - 35 y/o,3,0,0,0,0,-1,5,1,,
200501FH10172,2,1,Driver/Rider,1,34,26 - 35 y/o,3,0,0,0,0,-1,9,-1,,
200501FH10172,3,2,Driver/Rider,2,32,26 - 35 y/o,3,0,0,0,0,-1,9,1,,
200501FH10175,1,1,Driver/Rider,1,29,26 - 35 y/o,3,0,0,0,0,-1,3,1,,
200501FH10177,1,1,Driver/Rider,1,30,26 - 35 y/o,2,0,0,0,0,-1,3,1,,
200501FH10179,2,1,Driver/Rider,1,32,26 - 35 y/o,3,0,0,0,0,-1,3,-1,,
200501FH10185,2,1,Driver/Rider,1,33,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501FH10190,1,1,Driver/Rider,2,30,26 - 35 y/o,3,0,0,0,0,-1,9,1,,
200501FH10196,2,1,Driver/Rider,1,34,26 - 35 y/o,3,0,0,0,0,-1,4,1,,
200501FH10199,2,1,Driver/Rider,1,28,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501FH10204,2,1,Driver/Rider,1,29,26 - 35 y/o,3,0,0,0,0,-1,2,-1,,
200501FH10206,1,1,Driver/Rider,2,27,26 - 35 y/o,3,0,0,0,0,-1,1,-1,,
200501FH10207,2,1,Driver/Rider,1,27,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501FH10210,1,1,Driver/Rider,1,31,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501FH10212,1,1,Driver/Rider,2,27,26 - 35 y/o,3,0,0,0,0,-1,5,1,,
200501FH10222,1,1,Driver/Rider,1,30,26 - 35 y/o,3,0,0,0,0,-1,9,1,,
200501FH10232,1,1,Driver/Rider,1,31,26 - 35 y/o,3,0,0,0,0,-1,11,1,,
200501FH10238,2,1,Driver/Rider,2,28,26 - 35 y/o,3,0,0,0,0,-1,1,-1,,
200501FH10239,1,1,Driver/Rider,1,33,26 - 35 y/o,3,0,0,0,0,-1,9,3,,
200501FH10240,2,1,Driver/Rider,1,27,26 - 35 y/o,3,0,0,0,0,-1,1,-1,,
200501FH10241,1,1,Driver/Rider,1,27,26 - 35 y/o,3,0,0,0,0,-1,9,1,,
200501FH10250,2,1,Driver/Rider,1,33,26 - 35 y/o,3,0,0,0,0,-1,4,-1,,
200501FH10251,1,1,Driver/Rider,1,30,26 - 35 y/o,3,0,0,0,0,-1,3,1,,
200501FH10258,2,1,Driver/Rider,1,29,26 - 35 y/o,3,0,0,0,0,-1,3,1,,
200501FH10260,2,1,Driver/Rider,1,32,26 - 35 y/o,3,0,0,0,0,-1,3,1,,
200501FH10266,1,1,Driver/Rider,1,27,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501FH10267,2,1,Driver/Rider,1,26,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501FH10270,1,1,Driver/Rider,1,31,26 - 35 y/o,3,0,0,0,0,-1,9,1,,
200501FH10273,1,1,Driver/Rider,1,26,26 - 35 y/o,3,0,0,0,0,-1,3,-1,,
200501FH10276,1,1,Driver/Rider,1,31,26 - 35 y/o,3,0,0,0,0,-1,5,1,,
200501FH10279,1,1,Driver/Rider,1,30,26 - 35 y/o,3,0,0,0,0,-1,3,1,,
200501FH10286,1,1,Driver/Rider,2,31,26 - 35 y/o,3,0,0,0,0,-1,2,1,,
200501FH10289,1,1,Driver/Rider,1,34,26 - 35 y/o,3,0,0,0,0,-1,9,1,,
200501FH10294,1,1,Driver/Rider,2,31,26 - 35 y/o,3,0,0,0,0,-1,9,-1,,
200501FH10298,2,2,Driver/Rider,1,28,26 - 35 y/o,3,0,0,0,0,-1,3,1,,
200501FH10305,1,1,Driver/Rider,1,35,26 - 35 y/o,3,0,0,0,0,-1,9,1,,
200501FH10314,1,1,Driver/Rider,2,31,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501FH10319,2,1,Driver/Rider,1,30,26 - 35 y/o,3,0,0,0,0,-1,3,-1,,
200501FH10320,1,1,Driver/Rider,1,30,26 - 35 y/o,3,0,0,0,0,-1,1,-1,,
200501FH10323,1,1,Driver/Rider,1,34,26 - 35 y/o,3,0,0,0,0,-1,9,1,,
200501FH10324,1,1,Driver/Rider,1,26,26 - 35 y/o,3,0,0,0,0,-1,1,1,,
200501FH10330,2,1,Driver/Rider,1,30,26 - 35 y/o,3,0,0,0,0,-1,2,1,,
